Rk,G,Date,H_A,Opp_Team,W_L,Tm,Opp,FG,FGA,FGper,3P,3PA,3Pper,FT,FTA,FTper,ORB,TRB,AST,STL,BLK,TOV,PF,Blank,Opp_FG,Opp_FGA,Opp_FGper,Opp_3P,Opp_3PA,Opp_3Pper,Opp_FT,Opp_FTA,Opp_FTper,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,nba_season,gamelog_team
35,35,2022-01-01,@,DET,L,116,117,42,102,.412,12,40,.300,20,28,.714,13,48,30,8,3,16,27,NA,41,101,.406,9,35,.257,26,33,.788,22,63,18,12,6,20,23,2022,SAS
36,36,2022-01-04,@,TOR,L,104,129,41,95,.432,9,35,.257,13,19,.684,17,50,27,6,3,20,23,NA,45,96,.469,18,44,.409,21,29,.724,16,52,30,13,8,12,20,2022,SAS
37,37,2022-01-05,@,BOS,W,99,97,42,88,.477,10,26,.385,5,5,1.000,12,48,20,6,5,17,13,NA,40,90,.444,9,28,.321,8,9,.889,13,41,19,10,9,8,12,2022,SAS
38,38,2022-01-07,@,PHI,L,100,119,38,92,.413,9,30,.300,15,20,.750,11,39,22,6,6,12,21,NA,45,87,.517,8,23,.348,21,27,.778,12,49,28,7,4,13,18,2022,SAS
39,39,2022-01-09,@,BRK,L,119,121,46,107,.430,13,32,.406,14,18,.778,12,44,33,12,8,15,19,NA,47,98,.480,8,28,.286,19,22,.864,13,55,26,8,8,21,18,2022,SAS
40,40,2022-01-10,@,NYK,L,96,111,39,95,.411,8,29,.276,10,15,.667,13,43,19,7,7,10,18,NA,40,82,.488,13,32,.406,18,24,.750,9,49,23,7,9,15,22,2022,SAS
41,41,2022-01-12,,HOU,L,124,128,43,99,.434,17,46,.370,21,27,.778,9,43,27,10,5,9,24,NA,45,82,.549,16,36,.444,22,32,.688,4,48,23,5,7,14,24,2022,SAS
42,42,2022-01-14,,CLE,L,109,114,42,92,.457,15,34,.441,10,13,.769,10,47,22,6,5,15,24,NA,46,95,.484,8,20,.400,14,24,.583,12,46,24,7,3,9,13,2022,SAS
43,43,2022-01-15,,LAC,W,101,94,34,83,.410,11,37,.297,22,27,.815,15,54,19,6,5,14,12,NA,38,100,.380,12,38,.316,6,8,.750,21,54,24,8,4,14,21,2022,SAS
44,44,2022-01-17,,PHO,L,107,121,41,92,.446,9,30,.300,16,22,.727,13,47,21,3,2,12,16,NA,49,95,.516,9,32,.281,14,20,.700,12,45,29,9,5,5,18,2022,SAS
45,45,2022-01-19,,OKC,W,118,96,47,96,.490,15,40,.375,9,14,.643,11,50,32,9,13,9,17,NA,38,98,.388,8,31,.258,12,15,.800,14,46,20,5,2,14,14,2022,SAS
46,46,2022-01-21,,BRK,L,102,117,37,95,.389,8,29,.276,20,24,.833,16,49,24,3,7,6,13,NA,48,100,.480,9,25,.360,12,12,1.000,12,53,24,3,5,7,17,2022,SAS
47,47,2022-01-23,,PHI,L,109,115,42,89,.472,10,30,.333,15,22,.682,12,43,30,4,5,8,15,NA,44,92,.478,7,16,.438,20,23,.870,13,47,22,5,3,10,19,2022,SAS
48,48,2022-01-25,@,HOU,W,134,104,58,101,.574,12,32,.375,6,6,1.000,11,49,38,8,5,13,22,NA,39,95,.411,9,34,.265,17,25,.680,18,45,21,8,3,15,12,2022,SAS
49,49,2022-01-26,,MEM,L,110,118,43,94,.457,9,37,.243,15,19,.789,13,39,30,9,7,13,19,NA,46,90,.511,7,23,.304,19,26,.731,12,44,24,9,9,13,18,2022,SAS
50,50,2022-01-28,,CHI,W,131,122,50,95,.526,16,37,.432,15,18,.833,10,44,35,3,1,7,18,NA,46,88,.523,8,30,.267,22,26,.846,4,37,22,5,2,6,16,2022,SAS
51,51,2022-01-30,@,PHO,L,110,115,45,100,.450,13,37,.351,7,8,.875,11,43,27,6,3,11,15,NA,48,97,.495,11,32,.344,8,12,.667,11,46,31,6,5,8,12,2022,SAS
52,52,2022-02-01,,GSW,L,120,124,46,83,.554,16,33,.485,12,17,.706,5,34,33,7,7,14,17,NA,43,96,.448,20,46,.435,18,18,1.000,15,46,30,10,3,14,17,2022,SAS
53,53,2022-02-03,,MIA,L,95,112,30,80,.375,8,33,.242,27,38,.711,12,43,21,9,5,17,19,NA,42,83,.506,12,30,.400,16,18,.889,7,42,27,13,3,13,27,2022,SAS
54,54,2022-02-04,,HOU,W,131,106,51,89,.573,13,28,.464,16,20,.800,11,44,33,14,5,12,25,NA,36,83,.434,11,33,.333,23,29,.793,9,35,15,9,6,17,20,2022,SAS
55,55,2022-02-09,@,CLE,L,92,105,38,99,.384,8,33,.242,8,11,.727,15,46,24,8,4,13,17,NA,39,82,.476,9,21,.429,18,24,.750,10,51,18,8,2,13,12,2022,SAS
56,56,2022-02-11,@,ATL,W,136,121,50,90,.556,18,32,.563,18,21,.857,5,41,37,11,4,14,21,NA,47,103,.456,14,43,.326,13,15,.867,17,49,28,10,5,14,18,2022,SAS
57,57,2022-02-12,@,NOP,W,124,114,47,93,.505,14,37,.378,16,19,.842,7,34,26,9,5,5,19,NA,43,87,.494,11,32,.344,17,20,.850,10,46,22,2,4,15,19,2022,SAS
58,58,2022-02-14,@,CHI,L,109,120,44,92,.478,6,20,.300,15,21,.714,4,33,28,9,2,7,15,NA,46,88,.523,10,24,.417,18,21,.857,10,53,25,3,3,15,19,2022,SAS
59,59,2022-02-16,@,OKC,W,114,106,43,98,.439,10,34,.294,18,22,.818,14,57,29,3,7,13,15,NA,41,105,.390,11,32,.344,13,19,.684,15,50,25,6,6,8,19,2022,SAS
60,60,2022-02-25,@,WAS,W,157,153,57,105,.543,9,29,.310,34,43,.791,16,50,35,6,3,17,22,NA,59,108,.546,16,38,.421,19,24,.792,11,39,36,10,5,15,29,2022,SAS
61,61,2022-02-26,@,MIA,L,129,133,50,90,.556,14,31,.452,15,19,.789,12,46,33,5,1,20,31,NA,47,83,.566,12,28,.429,27,38,.711,4,32,25,8,3,11,20,2022,SAS
62,62,2022-02-28,@,MEM,L,105,118,41,99,.414,9,32,.281,14,19,.737,12,38,30,13,3,9,18,NA,48,89,.539,11,26,.423,11,19,.579,13,55,24,5,6,16,18,2022,SAS
63,63,2022-03-03,,SAC,L,112,115,46,93,.495,12,32,.375,8,16,.500,6,40,28,8,5,11,24,NA,39,85,.459,10,32,.313,27,32,.844,9,49,26,6,2,13,13,2022,SAS
64,64,2022-03-05,@,CHO,L,117,123,45,98,.459,11,37,.297,16,20,.800,13,51,28,7,6,10,18,NA,42,91,.462,16,42,.381,23,29,.793,11,50,29,8,5,9,16,2022,SAS
65,65,2022-03-07,,LAL,W,117,110,46,84,.548,9,26,.346,16,30,.533,12,47,28,6,7,16,18,NA,43,91,.473,8,26,.308,16,23,.696,12,43,19,7,3,15,26,2022,SAS
66,66,2022-03-09,,TOR,L,104,119,38,84,.452,9,32,.281,19,20,.950,7,36,24,5,4,12,18,NA,41,85,.482,11,30,.367,26,28,.929,13,47,12,7,1,10,23,2022,SAS
67,67,2022-03-11,,UTA,W,104,102,34,85,.400,6,29,.207,30,43,.698,14,54,15,8,6,13,20,NA,37,92,.402,13,40,.325,15,23,.652,16,57,20,10,8,17,26,2022,SAS
68,68,2022-03-12,,IND,L,108,119,42,102,.412,11,34,.324,13,16,.813,15,52,28,6,3,10,15,NA,45,92,.489,14,36,.389,15,15,1.000,9,47,23,6,10,12,20,2022,SAS
69,69,2022-03-14,,MIN,L,139,149,52,97,.536,13,35,.371,22,26,.846,9,36,33,5,11,15,24,NA,52,90,.578,17,33,.515,28,32,.875,7,40,28,8,3,15,20,2022,SAS
70,70,2022-03-16,,OKC,W,122,120,43,98,.439,19,41,.463,17,20,.850,15,48,31,10,2,12,18,NA,43,82,.524,13,35,.371,21,29,.724,10,47,24,11,1,17,18,2022,SAS
71,71,2022-03-18,,NOP,L,91,124,32,89,.360,11,44,.250,16,20,.800,8,40,22,5,4,16,12,NA,48,96,.500,14,34,.412,14,18,.778,13,58,24,13,4,9,21,2022,SAS
72,72,2022-03-20,@,GSW,W,110,108,38,98,.388,15,40,.375,19,25,.760,17,44,25,7,2,10,18,NA,41,90,.456,11,33,.333,15,21,.714,20,57,26,5,1,15,20,2022,SAS
73,73,2022-03-23,@,POR,W,133,96,46,94,.489,19,44,.432,22,24,.917,14,53,34,8,11,13,13,NA,36,94,.383,7,26,.269,17,18,.944,12,43,18,5,5,16,21,2022,SAS
74,74,2022-03-26,@,NOP,W,107,103,39,92,.424,7,26,.269,22,25,.880,16,49,22,4,6,10,17,NA,40,90,.444,10,32,.313,13,19,.684,12,42,23,4,11,8,19,2022,SAS
75,75,2022-03-28,@,HOU,W,123,120,47,100,.470,7,29,.241,22,28,.786,17,56,28,11,5,12,20,NA,38,92,.413,20,49,.408,24,28,.857,10,44,26,5,9,12,24,2022,SAS
76,76,2022-03-30,,MEM,L,111,112,42,83,.506,14,35,.400,13,16,.813,7,37,26,8,1,14,13,NA,44,91,.484,16,39,.410,8,11,.727,12,40,26,8,5,12,15,2022,SAS
77,77,2022-04-01,,POR,W,130,111,46,81,.568,16,37,.432,22,28,.786,8,44,34,9,6,14,16,NA,41,92,.446,15,35,.429,14,20,.700,12,42,27,12,2,10,20,2022,SAS
78,78,2022-04-03,,POR,W,113,92,38,84,.452,14,42,.333,23,30,.767,10,51,25,9,1,12,18,NA,33,84,.393,16,45,.356,10,15,.667,7,39,22,7,4,14,22,2022,SAS
79,79,2022-04-05,@,DEN,W,116,97,44,89,.494,12,26,.462,16,24,.667,5,48,31,6,3,10,14,NA,41,98,.418,7,33,.212,8,12,.667,10,51,22,4,2,11,19,2022,SAS
80,80,2022-04-07,@,MIN,L,121,127,43,89,.483,10,28,.357,25,34,.735,8,45,31,5,5,12,22,NA,41,96,.427,20,53,.377,25,31,.806,13,47,25,8,2,10,29,2022,SAS
81,81,2022-04-09,,GSW,L,94,100,32,80,.400,10,31,.323,20,27,.741,4,41,19,5,3,12,24,NA,33,81,.407,8,32,.250,26,33,.788,13,51,23,8,1,12,22,2022,SAS
82,82,2022-04-10,@,DAL,L,120,130,43,89,.483,11,31,.355,23,23,1.000,7,35,26,15,3,8,17,NA,46,85,.541,20,36,.556,18,23,.783,10,43,34,5,3,16,16,2022,SAS
1,1,2021-10-19,,GSW,L,114,121,45,95,.474,15,42,.357,9,19,.474,5,45,21,7,4,17,25,NA,41,93,.441,14,39,.359,25,30,.833,9,50,30,9,2,17,18,2022,LAL
2,2,2021-10-22,,PHO,L,105,115,34,86,.395,15,34,.441,22,29,.759,12,46,25,7,3,16,26,NA,42,86,.488,10,32,.313,21,28,.750,7,47,31,8,2,11,22,2022,LAL
3,3,2021-10-24,,MEM,W,121,118,45,84,.536,16,30,.533,15,22,.682,9,36,29,10,12,17,14,NA,45,100,.450,13,35,.371,15,18,.833,18,49,25,13,4,17,20,2022,LAL
4,4,2021-10-26,@,SAS,W,125,121,50,105,.476,8,30,.267,17,22,.773,9,56,20,8,10,13,21,NA,48,108,.444,13,36,.361,12,22,.545,16,59,33,10,6,15,22,2022,LAL
5,5,2021-10-27,@,OKC,L,115,123,46,92,.500,11,35,.314,12,14,.857,10,40,29,8,2,17,22,NA,43,86,.500,15,37,.405,22,29,.759,10,42,21,8,3,15,16,2022,LAL
6,6,2021-10-29,,CLE,W,113,101,46,84,.548,12,27,.444,9,10,.900,11,42,24,9,6,20,20,NA,37,87,.425,12,34,.353,15,22,.682,16,36,28,10,1,15,13,2022,LAL
7,7,2021-10-31,,HOU,W,95,85,39,96,.406,9,31,.290,8,13,.615,10,43,22,15,9,12,20,NA,32,76,.421,6,28,.214,15,29,.517,10,55,18,8,3,25,18,2022,LAL
8,8,2021-11-02,,HOU,W,119,117,49,93,.527,6,25,.240,15,20,.750,11,43,26,10,4,17,19,NA,48,91,.527,16,42,.381,5,12,.417,11,38,27,8,4,24,21,2022,LAL
9,9,2021-11-04,,OKC,L,104,107,39,94,.415,12,33,.364,14,17,.824,16,49,22,8,5,13,21,NA,37,87,.425,15,41,.366,18,26,.692,12,50,23,7,2,16,16,2022,LAL
10,10,2021-11-06,@,POR,L,90,105,31,90,.344,9,32,.281,19,24,.792,11,59,20,8,5,19,17,NA,36,95,.379,15,55,.273,18,24,.750,12,52,22,14,7,11,21,2022,LAL
11,11,2021-11-08,,CHO,W,126,123,44,91,.484,13,32,.406,25,35,.714,8,51,30,11,8,15,23,NA,43,99,.434,14,42,.333,23,28,.821,14,55,23,5,3,18,23,2022,LAL
12,12,2021-11-10,,MIA,W,120,117,46,92,.500,18,38,.474,10,16,.625,9,50,26,5,6,22,27,NA,40,96,.417,10,37,.270,27,35,.771,11,47,26,14,2,14,25,2022,LAL
13,13,2021-11-12,,MIN,L,83,107,29,82,.354,9,41,.220,16,20,.800,11,44,17,12,8,19,14,NA,43,94,.457,12,37,.324,9,12,.750,14,54,24,10,4,16,21,2022,LAL
14,14,2021-11-14,,SAS,W,114,106,43,83,.518,15,31,.484,13,17,.765,9,46,28,6,5,14,16,NA,40,90,.444,16,36,.444,10,15,.667,11,43,28,9,2,15,17,2022,LAL
15,15,2021-11-15,,CHI,L,103,121,36,79,.456,6,32,.188,25,31,.806,8,43,19,10,5,17,15,NA,49,89,.551,15,34,.441,8,11,.727,4,36,31,9,2,16,21,2022,LAL
16,16,2021-11-17,@,MIL,L,102,109,40,96,.417,12,43,.279,10,12,.833,11,48,24,8,4,13,19,NA,40,87,.460,12,37,.324,17,24,.708,9,52,22,9,4,15,10,2022,LAL
17,17,2021-11-19,@,BOS,L,108,130,39,84,.464,12,30,.400,18,24,.750,7,33,20,5,6,12,29,NA,44,88,.500,11,30,.367,31,38,.816,12,51,22,7,2,12,20,2022,LAL
18,18,2021-11-21,@,DET,W,121,116,45,92,.489,10,31,.323,21,27,.778,12,51,29,7,8,13,21,NA,43,97,.443,14,40,.350,16,21,.762,8,39,27,7,6,11,24,2022,LAL
19,19,2021-11-23,@,NYK,L,100,106,34,91,.374,11,36,.306,21,30,.700,13,50,23,8,3,12,17,NA,37,82,.451,15,34,.441,17,21,.810,7,52,23,7,4,14,23,2022,LAL
20,20,2021-11-24,@,IND,W,124,116,42,95,.442,15,37,.405,25,29,.862,9,52,20,5,4,11,21,NA,42,104,.404,13,46,.283,19,24,.792,14,52,25,3,5,11,25,2022,LAL
21,21,2021-11-26,,SAC,L,137,141,51,102,.500,15,44,.341,20,28,.714,9,51,32,9,6,19,27,NA,54,120,.450,14,45,.311,19,29,.655,16,56,32,11,4,13,26,2022,LAL
22,22,2021-11-28,,DET,W,110,106,43,86,.500,9,32,.281,15,25,.600,6,42,32,11,8,12,18,NA,38,89,.427,13,33,.394,17,19,.895,12,53,29,5,4,17,20,2022,LAL
23,23,2021-11-30,@,SAC,W,117,92,46,92,.500,11,28,.393,14,20,.700,10,47,21,10,6,14,20,NA,35,79,.443,6,29,.207,16,22,.727,9,40,22,11,4,19,21,2022,LAL
24,24,2021-12-03,,LAC,L,115,119,45,90,.500,12,33,.364,13,21,.619,13,43,28,8,3,11,19,NA,41,81,.506,16,35,.457,21,24,.875,6,34,28,5,3,9,19,2022,LAL
25,25,2021-12-07,,BOS,W,117,102,48,93,.516,8,27,.296,13,17,.765,13,51,25,7,4,14,21,NA,36,82,.439,10,33,.303,20,29,.690,7,34,27,8,4,13,16,2022,LAL
26,26,2021-12-09,@,MEM,L,95,108,36,78,.462,12,30,.400,11,17,.647,7,45,26,8,6,22,15,NA,41,94,.436,14,42,.333,12,18,.667,14,47,28,18,5,11,14,2022,LAL
27,27,2021-12-10,@,OKC,W,116,95,41,87,.471,19,42,.452,15,20,.750,12,47,23,12,3,16,14,NA,38,96,.396,10,44,.227,9,14,.643,19,51,21,9,3,15,17,2022,LAL
28,28,2021-12-12,,ORL,W,106,94,41,84,.488,13,28,.464,11,17,.647,6,44,24,12,11,13,17,NA,33,88,.375,13,38,.342,15,19,.789,14,47,17,6,4,18,13,2022,LAL
29,29,2021-12-15,@,DAL,W,107,104,39,90,.433,15,39,.385,14,18,.778,4,46,24,8,2,14,20,NA,39,98,.398,12,44,.273,14,17,.824,8,51,22,4,3,11,21,2022,LAL
30,30,2021-12-17,@,MIN,L,92,110,30,78,.385,12,43,.279,20,29,.690,1,36,26,6,7,18,22,NA,41,98,.418,12,44,.273,16,24,.667,15,61,23,13,6,15,25,2022,LAL
31,31,2021-12-19,@,CHI,L,110,115,42,82,.512,12,34,.353,14,22,.636,9,46,25,6,8,19,25,NA,40,93,.430,10,30,.333,25,31,.806,16,43,20,10,3,10,17,2022,LAL
32,32,2021-12-21,,PHO,L,90,108,34,87,.391,7,35,.200,15,23,.652,6,47,14,9,3,14,18,NA,41,93,.441,12,41,.293,14,15,.933,8,53,29,11,4,16,18,2022,LAL
33,33,2021-12-23,,SAS,L,110,138,44,94,.468,5,27,.185,17,30,.567,14,48,21,4,6,14,20,NA,46,95,.484,18,39,.462,28,33,.848,12,50,33,7,5,6,21,2022,LAL
34,34,2021-12-25,,BRK,L,115,122,40,96,.417,10,35,.286,25,28,.893,12,47,29,8,5,13,23,NA,43,89,.483,14,32,.438,22,27,.815,6,41,31,6,9,10,25,2022,LAL
35,35,2021-12-28,@,HOU,W,132,123,48,92,.522,14,34,.412,22,29,.759,14,48,27,8,6,12,23,NA,44,83,.530,16,35,.457,19,25,.760,4,30,24,10,7,14,20,2022,LAL
36,36,2021-12-29,@,MEM,L,99,104,39,86,.453,15,41,.366,6,8,.750,7,39,24,5,5,18,25,NA,35,85,.412,10,30,.333,24,29,.828,13,43,18,13,5,12,11,2022,LAL
37,37,2021-12-31,,POR,W,139,106,47,85,.553,19,41,.463,26,30,.867,5,47,27,6,9,7,21,NA,36,102,.353,12,42,.286,22,27,.815,21,54,19,4,2,9,22,2022,LAL
38,38,2022-01-02,,MIN,W,108,103,36,75,.480,13,41,.317,23,29,.793,4,28,20,13,5,15,16,NA,41,92,.446,9,38,.237,12,16,.750,20,56,21,9,2,23,22,2022,LAL
39,39,2022-01-04,,SAC,W,122,114,49,99,.495,11,32,.344,13,20,.650,14,44,24,6,5,5,16,NA,43,83,.518,14,34,.412,14,18,.778,9,45,31,2,3,18,18,2022,LAL
40,40,2022-01-07,,ATL,W,134,118,50,101,.495,17,41,.415,17,19,.895,8,47,37,14,4,8,26,NA,43,96,.448,13,36,.361,19,27,.704,13,54,29,3,0,15,18,2022,LAL
41,41,2022-01-09,,MEM,L,119,127,45,97,.464,14,33,.424,15,19,.789,14,41,26,6,7,12,25,NA,47,86,.547,11,30,.367,22,32,.688,10,47,33,10,10,12,22,2022,LAL
42,42,2022-01-12,@,SAC,L,116,125,42,98,.429,16,47,.340,16,24,.667,15,45,25,6,3,9,19,NA,49,89,.551,11,30,.367,16,19,.842,8,45,28,8,7,12,20,2022,LAL
43,43,2022-01-15,@,DEN,L,96,133,36,82,.439,10,30,.333,14,19,.737,8,41,21,4,3,10,15,NA,47,91,.516,23,40,.575,16,17,.941,9,51,35,9,2,6,17,2022,LAL
44,44,2022-01-17,,UTA,W,101,95,38,86,.442,11,37,.297,14,23,.609,10,45,15,7,5,12,19,NA,31,83,.373,12,46,.261,21,24,.875,8,44,21,6,6,15,21,2022,LAL
45,45,2022-01-19,,IND,L,104,111,40,90,.444,11,34,.324,13,18,.722,12,40,23,4,7,11,18,NA,44,90,.489,11,30,.367,12,15,.800,14,48,28,6,8,12,22,2022,LAL
46,46,2022-01-21,@,ORL,W,116,105,42,85,.494,13,30,.433,19,23,.826,8,45,23,12,4,18,24,NA,36,81,.444,11,40,.275,22,29,.759,3,35,23,6,9,17,21,2022,LAL
47,47,2022-01-23,@,MIA,L,107,113,36,79,.456,11,40,.275,24,30,.800,7,38,20,7,1,17,20,NA,40,81,.494,15,33,.455,18,20,.900,6,39,31,9,3,15,31,2022,LAL
48,48,2022-01-25,@,BRK,W,106,96,42,89,.472,12,38,.316,10,10,1.000,5,33,23,12,9,8,19,NA,37,88,.420,7,27,.259,15,22,.682,18,54,20,5,2,18,12,2022,LAL
49,49,2022-01-27,@,PHI,L,87,105,36,88,.409,6,29,.207,9,9,1.000,9,42,19,7,9,17,16,NA,41,82,.500,13,35,.371,10,17,.588,3,41,30,8,5,14,14,2022,LAL
50,50,2022-01-28,@,CHO,L,114,117,38,91,.418,15,40,.375,23,32,.719,12,44,19,7,3,6,23,NA,43,83,.518,11,36,.306,20,28,.714,11,50,25,4,5,11,24,2022,LAL
51,51,2022-01-30,@,ATL,L,121,129,47,87,.540,15,35,.429,12,23,.522,6,38,29,5,2,12,24,NA,49,84,.583,10,31,.323,21,32,.656,8,45,31,7,0,12,21,2022,LAL
52,52,2022-02-02,,POR,W,99,94,33,78,.423,11,30,.367,22,33,.667,12,53,25,8,7,16,18,NA,35,98,.357,14,42,.333,10,19,.526,18,55,23,11,3,12,28,2022,LAL
53,53,2022-02-03,@,LAC,L,110,111,41,88,.466,11,29,.379,17,25,.680,11,44,19,6,6,10,13,NA,46,89,.517,13,30,.433,6,11,.545,7,43,29,5,6,7,22,2022,LAL
54,54,2022-02-05,,NYK,W,122,115,48,102,.471,9,34,.265,17,28,.607,14,57,29,8,7,13,23,NA,39,98,.398,11,38,.289,26,36,.722,15,56,24,8,4,14,26,2022,LAL
55,55,2022-02-08,,MIL,L,116,131,44,85,.518,10,32,.313,18,30,.600,12,41,28,7,6,16,20,NA,52,96,.542,15,36,.417,12,20,.600,11,42,31,10,4,11,24,2022,LAL
56,56,2022-02-09,@,POR,L,105,107,41,74,.554,17,37,.459,6,13,.462,3,38,29,7,7,21,15,NA,42,89,.472,10,32,.313,13,16,.813,11,41,26,15,3,11,15,2022,LAL
57,57,2022-02-12,@,GSW,L,115,117,41,88,.466,11,27,.407,22,33,.667,12,48,25,5,6,8,24,NA,40,90,.444,12,38,.316,25,34,.735,10,50,24,4,3,9,24,2022,LAL
58,58,2022-02-16,,UTA,W,106,101,41,86,.477,10,36,.278,14,22,.636,12,44,24,9,7,11,18,NA,37,79,.468,11,33,.333,16,19,.842,8,41,17,11,6,13,22,2022,LAL
59,59,2022-02-25,,LAC,L,102,105,39,93,.419,8,31,.258,16,21,.762,13,47,18,8,7,12,17,NA,41,83,.494,10,26,.385,13,19,.684,7,47,25,8,8,15,19,2022,LAL
60,60,2022-02-27,,NOP,L,95,123,35,84,.417,7,34,.206,18,20,.900,7,38,15,8,7,23,18,NA,47,92,.511,13,30,.433,16,25,.640,12,51,29,16,3,15,19,2022,LAL
61,61,2022-03-01,,DAL,L,104,109,37,82,.451,14,34,.412,16,20,.800,4,37,22,8,6,12,20,NA,41,82,.500,10,35,.286,17,27,.630,10,45,24,8,7,13,19,2022,LAL
62,62,2022-03-03,@,LAC,L,111,132,41,84,.488,12,35,.343,17,22,.773,9,36,26,8,4,14,17,NA,51,93,.548,17,27,.630,13,15,.867,13,46,32,10,3,10,22,2022,LAL
63,63,2022-03-05,,GSW,W,124,116,44,89,.494,18,41,.439,18,21,.857,12,47,25,10,6,17,18,NA,46,92,.500,15,34,.441,9,19,.474,10,41,22,11,4,16,20,2022,LAL
64,64,2022-03-07,@,SAS,L,110,117,43,91,.473,8,26,.308,16,23,.696,12,43,19,7,3,15,26,NA,46,84,.548,9,26,.346,16,30,.533,12,47,28,6,7,16,18,2022,LAL
65,65,2022-03-09,@,HOU,L,130,139,47,101,.465,18,47,.383,18,26,.692,12,48,25,10,7,16,21,NA,52,102,.510,17,40,.425,18,19,.947,10,50,25,7,4,16,21,2022,LAL
66,66,2022-03-11,,WAS,W,122,109,48,91,.527,14,31,.452,12,17,.706,7,37,25,5,3,7,25,NA,39,85,.459,9,27,.333,22,33,.667,14,47,21,6,6,10,18,2022,LAL
67,67,2022-03-13,@,PHO,L,111,140,36,81,.444,16,40,.400,23,31,.742,7,37,24,4,2,19,14,NA,58,102,.569,12,33,.364,12,14,.857,14,51,36,12,5,9,24,2022,LAL
68,68,2022-03-14,,TOR,L,103,114,34,87,.391,13,42,.310,22,29,.759,9,43,20,7,7,13,27,NA,39,96,.406,10,37,.270,26,36,.722,19,64,24,8,9,12,20,2022,LAL
69,69,2022-03-16,@,MIN,L,104,124,39,93,.419,10,44,.227,16,23,.696,13,38,23,7,4,14,25,NA,40,90,.444,17,42,.405,27,31,.871,15,51,22,7,6,16,23,2022,LAL
70,70,2022-03-18,@,TOR,W,128,123,47,96,.490,19,43,.442,15,21,.714,13,43,33,6,4,13,19,NA,49,97,.505,12,37,.324,13,20,.650,16,46,25,8,2,12,19,2022,LAL
71,71,2022-03-19,@,WAS,L,119,127,48,91,.527,13,35,.371,10,11,.909,9,41,25,3,1,12,23,NA,44,85,.518,13,31,.419,26,31,.839,7,36,30,10,1,7,13,2022,LAL
72,72,2022-03-21,@,CLE,W,131,120,53,94,.564,12,32,.375,13,16,.813,9,41,34,7,3,8,19,NA,45,86,.523,14,39,.359,16,19,.842,8,38,29,3,2,12,19,2022,LAL
73,73,2022-03-23,,PHI,L,121,126,50,97,.515,11,30,.367,10,16,.625,11,45,25,6,3,12,19,NA,47,91,.516,10,27,.370,22,28,.786,8,43,26,7,5,7,13,2022,LAL
74,74,2022-03-27,@,NOP,L,108,116,42,80,.525,14,35,.400,10,16,.625,7,39,26,5,2,15,20,NA,44,91,.484,9,27,.333,19,24,.792,12,41,25,10,1,7,13,2022,LAL
75,75,2022-03-29,@,DAL,L,110,128,40,89,.449,12,44,.273,18,22,.818,14,48,20,7,2,9,22,NA,45,87,.517,20,46,.435,18,23,.783,11,46,27,5,1,7,14,2022,LAL
76,76,2022-03-31,@,UTA,L,109,122,41,83,.494,7,25,.280,20,28,.714,9,40,18,5,3,11,21,NA,46,90,.511,15,44,.341,15,24,.625,9,41,25,7,2,8,20,2022,LAL
77,77,2022-04-01,,NOP,L,111,114,39,82,.476,11,27,.407,22,31,.710,7,40,24,10,1,15,24,NA,41,79,.519,7,26,.269,25,29,.862,4,37,23,8,4,13,21,2022,LAL
78,78,2022-04-03,,DEN,L,118,129,49,92,.533,6,20,.300,14,21,.667,6,40,31,4,5,12,25,NA,47,82,.573,12,31,.387,23,29,.793,6,38,33,10,5,12,18,2022,LAL
79,79,2022-04-05,@,PHO,L,110,121,39,86,.453,9,29,.310,23,30,.767,7,46,22,7,3,16,14,NA,50,102,.490,14,39,.359,7,9,.778,11,53,38,10,4,14,22,2022,LAL
80,80,2022-04-07,@,GSW,L,112,128,37,83,.446,9,32,.281,29,38,.763,8,42,14,8,4,18,13,NA,51,97,.526,16,32,.500,10,10,1.000,9,45,39,10,5,15,26,2022,LAL
81,81,2022-04-08,,OKC,W,120,101,41,82,.500,9,31,.290,29,39,.744,7,45,23,8,4,9,17,NA,40,88,.455,6,29,.207,15,19,.789,9,44,21,5,3,14,26,2022,LAL
82,82,2022-04-10,@,DEN,W,146,141,44,94,.468,16,43,.372,42,47,.894,13,50,26,4,6,13,24,NA,49,100,.490,15,47,.319,28,36,.778,11,45,33,10,7,14,34,2022,LAL
1,1,2021-10-20,@,POR,W,124,121,42,92,.457,17,41,.415,23,29,.793,7,43,24,6,4,10,22,NA,45,93,.484,12,35,.343,19,22,.864,9,49,25,5,5,12,22,2022,SAC
2,2,2021-10-22,,UTA,L,101,110,39,99,.394,8,36,.222,15,21,.714,16,52,20,15,5,15,22,NA,37,90,.411,16,42,.381,20,23,.870,13,51,16,14,3,17,17,2022,SAC
3,3,2021-10-24,,GSW,L,107,119,42,86,.488,15,46,.326,8,13,.615,10,47,26,0,4,19,16,NA,43,97,.443,13,37,.351,20,24,.833,14,43,26,12,3,6,13,2022,SAC
4,4,2021-10-27,@,PHO,W,110,107,42,95,.442,15,38,.395,11,15,.733,8,40,28,7,6,11,20,NA,42,93,.452,6,22,.273,17,24,.708,14,56,23,6,6,11,16,2022,SAC
